city,lat,lng,country,population
Tacna,-18.0556,-70.2483,Peru,286240.0
Korhogo,9.4578,-5.6294,Côte D’Ivoire,286071.0
Constanţa,44.1733,28.6383,Romania,283872.0
Haifa,32.8,34.9833,Israel,281087.0
Coacalco,19.6333,-99.0931,Mexico,278064.0
Crato,-7.2342,-39.4094,Brazil,273883.0
Limoges,45.8353,1.2625,France,283823.0
Davenport,41.5563,-90.6052,United States,285362.0
Fukushima,37.7608,140.4733,Japan,284282.0
Barinas,8.615,-70.1985,Venezuela,284289.0
Coro,11.395,-69.6816,Venezuela,284266.0
Bago,17.3433,96.4981,Myanmar,284179.0
Fuquan,26.7039,107.5087,China,283904.0
Tongchuanshi,35.08,109.03,China,282258.0
Āīzawl,23.7104,92.72,India,283021.0
Santa Maria,-29.6839,-53.8069,Brazil,283677.0
Taboão da Serra,-23.6019,-46.7528,Brazil,272177.0
Marabá,-5.3689,-49.1178,Brazil,283542.0
Sannai,24.16,80.83,India,283004.0
Huozhou,36.5726,111.7176,China,282905.0
Temuco,-38.7399,-72.5901,Chile,282415.0
Sterlitamak,53.6333,55.95,Russia,280233.0
Rockford,42.2597,-89.0641,United States,282762.0
Tegal,-6.8667,109.1333,Indonesia,275789.0
Ica,-14.0667,-75.7333,Peru,282407.0
Newark,40.7245,-74.1725,United States,282011.0
Jining,41.03,113.08,China,281716.0
Chuncheon,37.8747,127.7342,"Korea, South",281596.0
Malārd,35.6658,50.9767,Iran,281027.0
Pematangsiantar,2.96,99.06,Indonesia,278055.0
Long Xuyên,10.3686,105.4234,Vietnam,278658.0
Petrozavodsk,61.7833,34.35,Russia,278551.0
South Bend,41.6767,-86.2696,United States,280498.0
Mingaora,34.7717,72.36,Pakistan,279914.0
San Pedro Carchá,15.4768,-90.312,Guatemala,279972.0
Bārāsat,22.2333,88.45,India,278435.0
Shreveport,32.4656,-93.7956,United States,280062.0
Sumbe,-11.2052,13.8417,Angola,279968.0
Việt Trì,21.3136,105.3947,Vietnam,277539.0
Cherkasy,49.4444,32.0597,Ukraine,276360.0
Caála,-12.85,15.55,Angola,279792.0
Wiesbaden,50.0825,8.24,Germany,278342.0
Kostroma,57.7667,40.9333,Russia,277648.0
Round Lake Beach,42.379,-88.0811,United States,279381.0
Gyeongsan,35.8167,128.7333,"Korea, South",278500.0
Governador Valadares,-18.8508,-41.9489,Brazil,278363.0
Katowice,50.25,19.0,Poland,276499.0
Shaowu,27.3417,117.4869,China,278000.0
Sfax,34.74,10.76,Tunisia,272801.0
Nizhnevartovsk,60.9389,76.595,Russia,277668.0
Linxia Chengguanzhen,35.6,103.2167,China,274466.0
Pachuca,20.1,-98.75,Mexico,277375.0
Juazeiro do Norte,-7.2128,-39.315,Brazil,276264.0
Dire Dawa,9.5833,41.8667,Ethiopia,277000.0
Khmelnytskyi,49.42,27.0,Ukraine,274176.0
Owo,7.1962,5.5868,Nigeria,276574.0
San Cristóbal,18.4167,-70.1333,Dominican Republic,275232.0
Savannah,32.0281,-81.1784,United States,276295.0
Posadas,-27.3667,-55.8969,Argentina,275988.0
Gatineau,45.4833,-75.65,Canada,276245.0
Windsor,42.2833,-83.0,Canada,276165.0
Myrtle Beach,33.7096,-78.8843,United States,275579.0
Mbandaka,0.0486,18.2603,Congo (Kinshasa),274996.0
Tehuacán,18.4617,-97.3928,Mexico,274906.0
La Guaira,10.6,-66.9331,Venezuela,275000.0
Kunsan,35.9786,126.7114,"Korea, South",275155.0
Chula Vista,32.6281,-117.0145,United States,274492.0
Ratlām,23.3167,75.0667,India,273892.0
Yeosu,34.7607,127.6622,"Korea, South",273761.0
Crato,-7.4639,-63.04,Brazil,273883.0
Derby,52.9167,-1.4667,United Kingdom,270500.0
Tsu,34.7186,136.5056,Japan,273267.0
Kafr ad Dawwār,31.1417,30.1272,Egypt,262748.0
Eugene,44.0563,-123.1173,United States,273439.0
Gijón,43.5333,-5.7,Spain,271780.0
Bijiao,22.9311,113.2018,China,270310.0
Chiayi,23.48,120.4497,Taiwan,268622.0
Palmas,-10.2128,-48.3603,Brazil,272726.0
Craiova,44.3333,23.8167,Romania,269506.0
Sorong,-0.8667,131.25,Indonesia,272349.0
Majene,-3.5336,118.966,Indonesia,272377.0
Bukhara,39.7747,64.4286,Uzbekistan,272500.0
Aomori,40.8222,140.7475,Japan,271962.0
Thái Bình,20.4461,106.3422,Vietnam,268167.0
Minato,35.6581,139.7514,Japan,258105.0
Binjai,3.6,98.4853,Indonesia,269053.0
Fuchū,35.6689,139.4778,Japan,263093.0
Oral,51.2333,51.3667,Kazakhstan,271900.0
Brāhmanbāria,23.9667,91.1,Bangladesh,268279.0
Sartā,36.5504,53.1,Iran,271467.0
Imphāl,24.82,93.95,India,268243.0
Plymouth,50.3714,-4.1422,United Kingdom,267918.0
Santo Domingo de los Colorados,-0.2542,-79.1719,Ecuador,270875.0
Novorossiysk,44.7167,37.7667,Russia,270774.0
Santa Ana,13.9833,-89.5333,El Salvador,270413.0
Zhytomyr,50.2544,28.6578,Ukraine,266936.0
Villa Altagracia,18.67,-70.17,Dominican Republic,270000.0
Gombe,10.2904,11.17,Nigeria,270366.0
Mito,36.3667,140.4667,Japan,269103.0
Espoo,60.21,24.66,Finland,269802.0
Drug,21.19,81.28,India,268806.0
Floridablanca,7.0697,-73.0978,Colombia,267170.0
Bamenda,5.9333,10.1667,Cameroon,269530.0
Handwāra,34.4,74.28,India,269311.0
Lucena,13.9333,121.6167,Philippines,266248.0
Canton,40.8075,-81.3677,United States,269418.0
Yoshkar-Ola,56.6328,47.8958,Russia,266675.0
Parnamirim,-5.9158,-35.2628,Brazil,267036.0
Nalchik,43.4833,43.6167,Russia,265162.0
Ichihara,35.4981,140.1156,Japan,268038.0
Aswān,24.0889,32.8997,Egypt,267913.0
Salamanca,20.5703,-101.1972,Mexico,260759.0
İnegöl,40.0806,29.5097,Turkey,268155.0
Chernivtsi,48.2908,25.9344,Ukraine,266550.0
Sumaré,-22.8219,-47.2669,Brazil,265955.0
Lubbock,33.5659,-101.8878,United States,267648.0
Yanbu‘,24.0943,38.0493,Saudi Arabia,267590.0
Sumy,50.9068,34.7992,Ukraine,265758.0
Tshikapa,-6.4167,20.8,Congo (Kinshasa),267462.0
Anantapur,14.6833,77.6,India,267161.0
San Pablo,14.07,121.325,Philippines,266068.0
Reading,40.34,-75.9267,United States,267155.0
Winter Haven,28.0118,-81.7017,United States,267069.0
Ipatinga,-19.4678,-42.5369,Brazil,265409.0
Myeik,12.4394,98.6003,Myanmar,266720.0
Kütahya,39.4242,29.9833,Turkey,266784.0
Salem,44.9231,-123.0246,United States,266804.0
Djelfa,34.6667,3.25,Algeria,265833.0
Suncheon,34.9506,127.4875,"Korea, South",265390.0
Graz,47.0749,15.4409,Austria,263234.0
St. Petersburg,27.7931,-82.6652,United States,265351.0
Engels,51.4667,46.1167,Russia,264990.0
Kindu,-2.95,25.9167,Congo (Kinshasa),262914.0
Oruro,-17.9667,-67.1167,Bolivia,264683.0
Dezfūl,32.3878,48.4033,Iran,264709.0
Osmaniye,37.075,36.25,Turkey,264373.0
Lafayette,30.2084,-92.0323,United States,264357.0
Kyŏngju,35.85,129.2167,"Korea, South",264091.0
Dumai,1.6667,101.45,Indonesia,264084.0
Gent,51.0536,3.7253,Belgium,262219.0
San Lorenzo,-25.3431,-57.5094,Paraguay,258919.0
Geelong,-38.15,144.35,Australia,263280.0
Çorlu,41.1597,27.8028,Turkey,262862.0
Nawabshah,26.2442,68.41,Pakistan,263102.0
Gelsenkirchen,51.5167,7.1,Germany,260654.0
Bordeaux,44.84,-0.58,France,257804.0
Mönchengladbach,51.2,6.4333,Germany,261454.0
Volta Redonda,-22.5231,-44.1042,Brazil,262970.0
Matala,-14.7306,15.0367,Angola,262763.0
Annaba,36.9,7.7667,Algeria,257359.0
Barueri,-23.5111,-46.8764,Brazil,262275.0
Laredo,27.5629,-99.4875,United States,262491.0
Nonthaburi,13.8667,100.5167,Thailand,255671.0
Jersey City,40.7161,-74.0682,United States,262075.0
Venice,45.4397,12.3319,Italy,261321.0
Quảng Ngãi,15.1206,108.7922,Vietnam,260252.0
Concord,35.3933,-80.6366,United States,261801.0
Damanhūr,31.05,30.4667,Egypt,244043.0
Ciudad Benito Juárez,25.65,-100.0833,Mexico,260683.0
Cascavel,-24.9558,-53.4553,Brazil,257172.0
Hiratsuka,35.3231,139.3422,Japan,257662.0
Columbus,32.51,-84.8771,United States,261445.0
Chandler,33.2826,-111.8516,United States,261165.0
Sakarya,40.7778,30.4028,Turkey,260109.0
Tagum,7.4478,125.8078,Philippines,259444.0
Fukui,36.0641,136.2196,Japan,260263.0
Sōka,35.8256,139.8056,Japan,251390.0
Kunduz,36.728,68.8725,Afghanistan,259809.0
Ciudad Santa Catarina,25.6833,-100.45,Mexico,259896.0
Los Mochis,25.7835,-108.9937,Mexico,256613.0
Imperatriz,-5.5258,-47.4758,Brazil,259337.0
Texcoco,19.52,-98.88,Mexico,259308.0
Santa Maria,14.8183,120.9563,Philippines,256454.0
Mişrātah,32.3778,15.0901,Libya,259056.0
Isparta,37.7667,30.55,Turkey,258375.0
Foz do Iguaçu,-25.54,-54.5875,Brazil,258248.0
Verona,45.4386,10.9928,Italy,257275.0
Huayin,34.5664,110.0866,China,258113.0
Etāwah,26.7855,79.015,India,257448.0
McKinney,33.2015,-96.6669,United States,258277.0
Playa del Carmen,20.6275,-87.0811,Mexico,252087.0
Scottsdale,33.6872,-111.8651,United States,258069.0
Wolverhampton,52.5833,-2.1333,United Kingdom,254406.0
Killeen,31.0754,-97.7296,United States,258009.0
Bergen,60.3925,5.3233,Norway,257087.0
Tallahassee,30.4551,-84.2526,United States,257601.0
Horlivka,48.3336,38.0925,Ukraine,256714.0
Antsirabe,-19.8667,47.0333,Madagascar,257163.0
Ondo,7.0904,4.84,Nigeria,257005.0
San Mateo,14.6969,121.1219,Philippines,252527.0
Ấp Đa Lợi,11.9304,108.42,Vietnam,256019.0
Viamão,-30.0808,-51.0228,Brazil,256302.0
Peoria,40.752,-89.6153,United States,256286.0
Gravataí,-29.9433,-50.9939,Brazil,255660.0
Kediri,-7.8166,112.0119,Indonesia,252000.0
Damaturu,11.75,11.9667,Nigeria,255895.0
Tokushima,34.0667,134.55,Japan,254510.0
Malolos,14.8433,120.8114,Philippines,252074.0
La Paz,24.1422,-110.3108,Mexico,244219.0
Wilmington,34.21,-77.8866,United States,255616.0
Rāichūr,16.2104,77.355,India,255240.0
Mawlamyine,16.4847,97.6258,Myanmar,253734.0
Turmero,10.2283,-67.4753,Venezuela,254880.0
Kuala Terengganu,5.3303,103.1408,Malaysia,255109.0
Daloa,6.89,-6.45,Côte D’Ivoire,255168.0
Puerto Princesa,9.75,118.75,Philippines,255116.0
Moçâmedes,-15.1953,12.1508,Angola,255000.0
Vitoria-Gasteiz,42.85,-2.6833,Spain,253996.0
Qarshi,38.8667,65.8,Uzbekistan,254600.0
Montgomery,32.3473,-86.2666,United States,254634.0
Gilbert,33.3101,-111.7463,United States,254114.0
Rishon LeẔiyyon,31.95,34.8,Israel,249860.0
Ongole,15.5,80.05,India,252739.0
Arua,3.03,30.91,Uganda,250000.0
Bharatpur,27.2172,77.49,India,252342.0
Shinozaki,33.95,130.9333,Japan,252844.0
Goma,-1.6794,29.2336,Congo (Kinshasa),249862.0
Rạch Giá,10.0125,105.0808,Vietnam,250660.0
Kanggye,40.9667,126.6,"Korea, North",251971.0
Taganrog,47.2333,38.9,Russia,250287.0
Kızıltepe,37.1939,40.5861,Turkey,252656.0
El Fasher,13.63,25.35,Sudan,252609.0
Várzea Grande,-15.65,-56.14,Brazil,249752.0
Las Condes,-33.4167,-70.5833,Chile,249893.0
Glendale,33.5791,-112.2311,United States,252381.0
Santiago del Estero,-27.7844,-64.2669,Argentina,252192.0
Hakodate,41.7733,140.7261,Japan,251942.0
Uşak,38.6833,29.4,Turkey,252044.0
Begusarai,25.42,86.13,India,252008.0
North Las Vegas,36.288,-115.0901,United States,251974.0
Sonīpat,28.9958,77.0114,India,250521.0
Los Teques,10.3411,-67.0406,Venezuela,251200.0
Mabalacat,15.2167,120.5833,Philippines,250799.0
Jinshi,29.6334,111.8746,China,251064.0
Chōfugaoka,35.6506,139.5408,Japan,240359.0
Osh,40.5333,72.7833,Kyrgyzstan,251000.0
Iwo,7.63,4.18,Nigeria,250443.0
Bata,1.865,9.77,Equatorial Guinea,250770.0
Komsomol’sk-na-Amure,50.55,137.0,Russia,249810.0
Bābol,36.55,52.6833,Iran,250217.0
Galaţi,45.4233,28.0425,Romania,249432.0
Al Bayḑā’,32.7628,21.755,Libya,250000.0
Kurmuk,10.5563,34.2848,Sudan,250000.0
Manzhouli,49.5881,117.4525,China,249472.0
Braunschweig,52.2692,10.5211,Germany,248292.0
Rivne,50.6197,26.2514,Ukraine,245630.0
Gdynia,54.5189,18.5319,Poland,247672.0
Soyapango,13.7472,-89.1639,El Salvador,241403.0
Palangkaraya,-2.21,113.92,Indonesia,249434.0
Silang,14.2306,120.975,Philippines,248085.0
Al Minyā,28.0833,30.75,Egypt,236043.0
Ḩafr al Bāţin,28.4337,45.9601,Saudi Arabia,249194.0
Chigasaki,35.3339,139.4047,Japan,242347.0
Būkān,36.5208,46.2117,Iran,248900.0
Aachen,50.7762,6.0838,Germany,247380.0
Kiel,54.3233,10.1394,Germany,246794.0
Sahiwal,30.6706,73.1064,Pakistan,247706.0
Thủ Dầu Một,11.0042,106.6583,Vietnam,244277.0
Novo Hamburgo,-29.6778,-51.1308,Brazil,247032.0
Sibu,2.3,111.8167,Malaysia,247995.0
Yato,35.4693,139.4616,Japan,239146.0
Paraná,-31.7444,-60.5175,Argentina,247863.0
Yamagata,38.25,140.3333,Japan,247234.0
Oruro,-17.98,-67.13,Bolivia,246501.0
Tsukuba-kenkyūgakuen-toshi,36.0333,140.0667,Japan,246647.0
Merlo,-34.6653,-58.7275,Argentina,244168.0
Magé,-22.6528,-43.0408,Brazil,246433.0
Syktyvkar,61.6667,50.8167,Russia,245313.0
Khimki,55.8892,37.445,Russia,244668.0
Birāṭnagar,26.4833,87.2833,Nepal,242548.0
Colombo,-25.2919,-49.2239,Brazil,246540.0
Chemnitz,50.8333,12.9167,Germany,245403.0
Saskatoon,52.1333,-106.6833,Canada,246376.0
Colón,9.3598,-79.9004,Panama,241817.0
Itagüí,6.1726,-75.6096,Colombia,235016.0
Abertawe,51.6167,-3.95,United Kingdom,245508.0
Jessore,23.1704,89.2,Bangladesh,243987.0
Beichengqu,40.4348,113.1565,China,245608.0
Tuy Hòa,13.0869,109.3086,Vietnam,242840.0
Shrīrāmpur,22.75,88.34,India,181842.0
Chesapeake,36.6778,-76.3024,United States,244835.0
Fuji,35.1614,138.6764,Japan,243739.0
Hāpur,28.7437,77.7628,India,242920.0
Bahir Dar,11.585,37.39,Ethiopia,243300.0
Manisa,38.6131,27.4258,Turkey,243971.0
Tanga,-5.0667,39.1,Tanzania,243580.0
Sabzevār,36.2167,57.6667,Iran,243700.0
Rāmgundam,18.8,79.45,India,242979.0
Porto,41.1495,-8.6108,Portugal,237591.0
Baruta,10.4335,-66.8754,Venezuela,240755.0
Tacloban,11.2444,125.0039,Philippines,242089.0
Itaboraí,-22.7475,-42.8558,Brazil,242543.0
Myitkyina,25.3867,97.3936,Myanmar,243031.0
Barnstable,41.6722,-70.3599,United States,242847.0
Haeju,38.0333,125.7167,"Korea, North",241599.0
Petaẖ Tiqwa,32.0833,34.8833,Israel,236169.0
Norfolk,36.8945,-76.259,United States,242742.0
González Catán,-34.7708,-58.6464,Argentina,238067.0
Sete Lagoas,-19.4658,-44.2469,Brazil,241835.0
Tarapoto,-6.4833,-76.3667,Peru,240453.0
Zhangping,25.2938,117.4148,China,242000.0
San Juan del Río,20.3833,-99.9833,Mexico,241699.0
São Carlos,-22.0178,-47.8908,Brazil,241389.0
Fremont,37.5265,-121.9852,United States,241110.0
Halle,51.4828,11.9697,Germany,239257.0
São Leopoldo,-29.76,-51.1469,Brazil,238648.0
Arakawa,35.7333,139.7833,Japan,217891.0
Düzce,40.8417,31.1583,Turkey,240633.0
Anju,39.6167,125.6667,"Korea, North",240117.0
Divinópolis,-20.1389,-44.8839,Brazil,240408.0
Aarhus,56.1572,10.2107,Denmark,237551.0
Kennewick,46.1978,-119.1732,United States,240735.0
Hobart,-42.8806,147.325,Australia,240342.0
Atushi,39.7114,76.1753,China,240368.0
Chimoio,-19.1167,33.45,Mozambique,238976.0
Limassol,34.675,33.0443,Cyprus,235056.0
Garland,32.91,-96.6305,United States,239928.0
Magdeburg,52.1278,11.6292,Germany,238697.0
Irving,32.8584,-96.9702,United States,239798.0
Hachimanchō,40.51,141.54,Japan,239046.0
Longueuil,45.5333,-73.5167,Canada,239700.0
Mokpo,34.7936,126.3886,"Korea, South",239524.0
Košice,48.7167,21.25,Slovakia,238593.0
‘Ajmān,25.3994,55.4797,United Arab Emirates,238119.0
Lille,50.6278,3.0583,France,232787.0
Banda Aceh,5.55,95.3175,Indonesia,235305.0
Shenmu,38.827,110.499,China,237846.0
Le Havre,49.49,0.1,France,235218.0
Taiping,4.85,100.7333,Malaysia,237095.0
P’yŏng-dong,39.25,125.85,"Korea, North",236583.0
Springs,-26.2547,28.4428,South Africa,236083.0
Ivano-Frankivsk,48.9228,24.7106,Ukraine,236602.0
As Sīb,23.6802,58.1825,Oman,237816.0
Nārāyanganj,23.6167,90.5,Bangladesh,223622.0
Maradi,13.4916,7.0964,Niger,232555.0
Wuyishan,27.7562,118.0267,China,238000.0
Sato,33.1631,129.7177,Japan,237444.0
Āmol,36.4669,52.3569,Iran,237528.0
Quilmes,-34.7167,-58.2667,Argentina,230810.0
Mirpur Khas,25.5269,69.0111,Pakistan,236961.0
Nizhnekamsk,55.6333,51.8167,Russia,237250.0
Visalia,36.3276,-119.3269,United States,237386.0
Al Jubayl,27.0046,49.646,Saudi Arabia,237274.0
Pathein,16.7667,94.7333,Myanmar,237089.0
Secunderābād,17.45,78.5,India,213698.0
Neya,34.7661,135.6281,Japan,227997.0
Chishui,28.5902,105.6946,China,237052.0
Centurion,-25.8603,28.1894,South Africa,236580.0
Atlantic City,39.3797,-74.4527,United States,237054.0
Uluberiya,22.47,88.11,India,235345.0
Shakhty,47.7,40.2333,Russia,235492.0
Pākdasht,35.4817,51.6803,Iran,236319.0
Granada,37.1781,-3.6008,Spain,233648.0
Abhā,18.2167,42.5,Saudi Arabia,236157.0
Ibb,13.9759,44.1709,Yemen,234837.0
Garoua,9.3,13.4,Cameroon,235996.0
Bole,44.898,82.0726,China,235585.0
Ganda,-13.0167,14.6333,Angola,235486.0
Elche,38.2669,-0.6983,Spain,234765.0
Najafābād,32.6342,51.3667,Iran,235281.0
Bayamo,20.3817,-76.6428,Cuba,235107.0
Porbandar,21.6425,69.6047,India,234684.0
Kamianske,48.5076,34.6132,Ukraine,235066.0
Borūjerd,33.8972,48.7514,Iran,234997.0
Paradise,36.0807,-115.1369,United States,235087.0
Singaraja,-8.1152,115.0944,Indonesia,234468.0
Macaé,-22.3708,-41.7869,Brazil,234628.0
Miri,4.4147,114.0089,Malaysia,234541.0
Machala,-3.2667,-79.9667,Ecuador,231260.0
Longquan,28.0733,119.1277,China,234626.0
Monclova,26.9103,-101.4222,Mexico,231107.0
Puducherry,11.93,79.83,India,227411.0
Olongapo,14.8333,120.2833,Philippines,233040.0
Messina,38.1936,15.5542,Italy,234293.0
Kremenchuk,49.0775,33.4239,Ukraine,234073.0
Nashua,42.7491,-71.491,United States,233917.0
Santarém,-2.4431,-54.7083,Brazil,230428.0
Badalona,41.4333,2.2333,Spain,223166.0
Okara,30.81,73.4597,Pakistan,232386.0
Arlington,38.8786,-77.1011,United States,233464.0
Talisay,10.25,123.8333,Philippines,227645.0
Hialeah,25.8696,-80.3046,United States,233339.0
Saidpur,25.8004,89.0,Bangladesh,232209.0
York,39.9651,-76.7315,United States,233184.0
Saga,33.2667,130.3,Japan,232359.0
Burnaby,49.2667,-122.9667,Canada,232755.0
Rancagua,-34.1654,-70.7398,Chile,231370.0
Dzerzhinsk,56.2333,43.45,Russia,231797.0
Milton Keynes,52.04,-0.76,United Kingdom,229941.0
Marília,-22.2139,-49.9458,Brazil,232006.0
Bratsk,56.1667,101.6167,Russia,231602.0
Jiayuguan,39.8112,98.2862,China,231853.0
Indaiatuba,-23.0903,-47.2181,Brazil,231033.0
Envigado,6.1719,-75.5803,Colombia,228848.0
Freiburg im Breisgau,47.9947,7.8497,Germany,230241.0
Eloy Alfaro,-2.1733,-79.8311,Ecuador,230839.0
Maracanaú,-3.8769,-38.6258,Brazil,229458.0
Ageoshimo,35.9775,139.5933,Japan,226616.0
Qarchak,35.4394,51.5689,Iran,231075.0
Neuquén,-38.9573,-68.0455,Argentina,231198.0
Ibb,13.9667,44.1667,Yemen,225611.0
Banfield,-34.75,-58.3833,Argentina,223898.0
Cabo Frio,-22.8789,-42.0189,Brazil,230378.0
Singkawang,0.9,108.9833,Indonesia,230376.0
Orsk,51.2,58.6167,Russia,230414.0
Vizianagaram,18.1167,83.4167,India,228720.0
North Hempstead,40.7912,-73.6688,United States,230531.0
Evansville,37.9881,-87.5341,United States,230427.0
Cotia,-23.6039,-46.9189,Brazil,229548.0
Pāli,25.7725,73.3233,India,229956.0
Noginsk,64.4833,91.2333,Russia,229731.0
Kropyvnytskyi,48.5103,32.2667,Ukraine,227413.0
Częstochowa,50.8096,19.1222,Poland,228179.0
Rondonópolis,-16.4708,-54.6358,Brazil,228857.0
Guantánamo,20.1383,-75.2061,Cuba,228436.0
Krefeld,51.3333,6.5667,Germany,227020.0
Tanza,14.3944,120.8531,Philippines,226188.0
Marilao,14.7581,120.9481,Philippines,221965.0
Guadalupe,22.7528,-102.5078,Mexico,215000.0
Taitō,35.7126,139.78,Japan,210528.0
Kolpino,59.73,30.65,Russia,225801.0
Burgas,42.5,27.4667,Bulgaria,226868.0
Puerto Vallarta,20.6667,-105.2667,Mexico,221200.0
Avondale,33.3858,-112.3236,United States,227289.0
Nyala,12.05,24.8833,Sudan,227183.0
Brownsville,25.998,-97.4565,United States,227239.0
Daşoguz,41.8167,59.9831,Turkmenistan,227184.0
Türkistan,43.3,68.2436,Kazakhstan,227098.0
Probolinggo,-7.75,113.2167,Indonesia,223159.0
Jacareí,-23.305,-45.9658,Brazil,226539.0
Gusau,12.1704,6.66,Nigeria,226857.0
Buenavista,19.6083,-99.1694,Mexico,206081.0
Quetzaltenango,14.8333,-91.5167,Guatemala,225000.0
Tarrasa,41.5611,2.0081,Spain,223627.0
Araraquara,-21.7939,-48.1758,Brazil,226508.0
Angarsk,52.5667,103.9167,Russia,226374.0
Sousse,35.8333,10.6333,Tunisia,221530.0
Nāgercoil,8.17,77.43,India,224329.0
Heroica Nogales,31.3186,-110.9458,Mexico,220292.0
Apapa,6.4489,3.3589,Nigeria,217362.0
Nyanza,-2.3496,29.74,Rwanda,225209.0
Itapevi,-23.5489,-46.9342,Brazil,223404.0
Bạc Liêu,9.2833,105.7167,Vietnam,225000.0
Varāmīn,35.2714,51.6511,Iran,225628.0
Padangsidempuan,1.3667,99.2667,Indonesia,225544.0
Karnāl,29.6804,76.97,India,225049.0
Mubi,10.2686,13.267,Nigeria,225705.0
Toamasina,-18.1492,49.4023,Madagascar,225116.0
Campeche,19.85,-90.5306,Mexico,220389.0
Korolëv,55.9167,37.8167,Russia,221797.0
Dourados,-22.2208,-54.8058,Brazil,225495.0
Hunchun,42.8679,130.3585,China,225454.0
Tampere,61.4981,23.7608,Finland,225118.0
Minamiōzuma,36.2404,137.97,Japan,224926.0
Blagoveshchensk,50.2578,127.5364,Russia,224419.0
Velikiy Novgorod,58.521,31.2758,Russia,222594.0
Longjin,22.8711,113.0684,China,221881.0
Ashdod,31.7978,34.6503,Israel,220174.0
Carlos Manuel de Céspedes,21.5767,-78.2775,Cuba,224488.0
Niğde,37.9667,34.6792,Turkey,224289.0
Chapecó,-27.0958,-52.6178,Brazil,224013.0
Sandton,-26.107,28.0517,South Africa,222415.0
Tanjore,10.8,79.15,India,222943.0
Staryy Oskol,51.2981,37.835,Russia,223360.0
Itajaí,-26.9078,-48.6619,Brazil,223112.0
Puri,19.8,85.8167,India,201026.0
Cartago,9.8667,-83.9167,Costa Rica,221733.0
Ji’an Shi,41.1231,126.1815,China,222938.0
Soledad de Graciano Sánchez,22.1833,-100.9333,Mexico,215968.0
Presidente Prudente,-22.1258,-51.3889,Brazil,222192.0
José C. Paz,-34.5167,-58.7667,Argentina,216637.0
Ternopil,49.5667,25.6,Ukraine,218653.0
Rufisque,14.7167,-17.2667,Senegal,221066.0
Formosa,-26.1847,-58.1758,Argentina,222226.0
Sabadell,41.5483,2.1075,Spain,216520.0
Guéckédou,8.5667,-10.1333,Guinea,221715.0
Sambhal,28.58,78.55,India,220813.0
Polokwane,-23.9,29.45,South Africa,220045.0
Neyshābūr,36.22,58.82,Iran,221700.0
Sidon,33.5606,35.3981,Lebanon,200000.0
Radom,51.4036,21.1567,Poland,219703.0
Lutsk,50.7478,25.3244,Ukraine,216505.0
Oviedo,43.36,-5.845,Spain,219910.0
Gulfport,30.4271,-89.0703,United States,220987.0
Sāveh,35.0211,50.3564,Iran,220762.0
La Vega,19.2242,-70.5283,Dominican Republic,220279.0
Appleton,44.2779,-88.3891,United States,220570.0
Khomeynī Shahr,32.7,51.5211,Iran,218737.0
Juazeiro,-9.4139,-40.5028,Brazil,220253.0
Itabuna,-14.7858,-39.28,Brazil,219680.0
Al Khubar,26.3,50.2167,Saudi Arabia,219679.0
Islington,51.544,-0.1027,United Kingdom,206125.0
Córdoba,18.8942,-96.9347,Mexico,218153.0
Ciudad Acuña,29.3242,-100.9317,Mexico,216099.0
Tuluá,4.0847,-76.1986,Colombia,219138.0
Mainz,50.0,8.2667,Germany,217118.0
Hortolândia,-22.8583,-47.22,Brazil,215819.0
Bitung,1.4472,125.1978,Indonesia,218520.0
Naihāti,22.9,88.42,India,217900.0
Petrel,38.4789,-0.7967,Spain,218843.0
Damietta,31.4167,31.8214,Egypt,206664.0
Manta,-0.95,-80.7162,Ecuador,217553.0
Butembo,0.1251,29.299,Congo (Kinshasa),217625.0
San Miguel,13.4833,-88.1833,El Salvador,218410.0
San Pedro de Macorís,18.4572,-69.3061,Dominican Republic,217141.0
Netanya,32.3328,34.86,Israel,217244.0
Bremerton,47.5436,-122.7122,United States,218400.0
Alor Setar,6.1167,100.3667,Malaysia,217000.0
Hickory,35.7425,-81.323,United States,218323.0
Luton,51.8783,-0.4147,United Kingdom,213052.0
Tacoma,47.2431,-122.4531,United States,217827.0
Laâyoune,27.15,-13.2,Morocco,217732.0
Aberdeen,57.15,-2.11,United Kingdom,214610.0
Lübeck,53.8697,10.6864,Germany,216530.0
Denov,38.2772,67.8872,Uzbekistan,217274.0
Maţraḩ,23.6167,58.5667,Oman,214901.0
Qostanay,53.2144,63.6246,Kazakhstan,217135.0
Banjarbaru,-3.4667,114.75,Indonesia,216600.0
Sa Đéc,10.3105,105.7397,Vietnam,213610.0
Norwich,52.63,1.297,United Kingdom,213166.0
Gujiao,37.9069,112.17,China,216723.0
Cartagena,37.6,-0.9819,Spain,216108.0
Petropavl,54.8622,69.1408,Kazakhstan,216406.0
Marg‘ilon,40.4667,71.7167,Uzbekistan,215400.0
Gangneung,37.7556,128.8961,"Korea, South",215677.0
San Bernardino,34.1417,-117.2946,United States,215784.0
Cúa,10.1667,-66.8833,Venezuela,214823.0
Meycauayan,14.7333,120.95,Philippines,209083.0
Vantaa,60.3,25.0333,Finland,214605.0
As Samāwah,31.3167,45.2833,Iraq,215000.0
Ormoc,11.0167,124.6167,Philippines,215031.0
College Station,30.5852,-96.296,United States,215243.0
Golmud,36.4028,94.9042,China,215214.0
